City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,taksimo,56.3444,114.8794,-18.66,92,100,1.21,RU,1739629605
296,la ronge,55.1001,-105.2842,-29.86,76,75,3.09,CA,1739629606
297,taoudenni,22.6783,-3.9836,32.86,12,83,7.28,ML,1739629607
298,kill devil hills,36.0307,-75.676,8.01,77,0,6.17,US,1739629608
299,penafiel,41.6017,-4.1142,16.1,31,100,5.57,ES,1739629609
300,pailon,-17.65,-62.75,27.6,70,93,5.76,BO,1739629610
301,piti village,13.4626,144.6933,26.49,78,20,6.69,GU,1739629611
302,natal,-5.795,-35.2094,30.36,66,75,7.2,BR,1739629497
303,remire-montjoly,4.9167,-52.2667,29.02,74,75,8.23,GF,1739629614
304,lerwick,60.1545,-1.1494,4.67,57,100,8.29,GB,1739629615
305,razdol'noye,45.7708,33.4878,1.63,74,100,5.72,UA,1739629395
306,mthatha,-31.5889,28.7844,19.33,72,100,2.79,ZA,1739629617
307,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-12.98,86,100,3.05,RU,1739629618
308,potosi,-19.5836,-65.7531,11.5,58,86,1.71,BO,1739629619
309,sao borja,-28.6606,-56.0044,32.19,45,100,4.65,BR,1739629620
310,hidalgo,20.5,-99.0,16.1,66,100,1.71,MX,1739629575
311,timbuktu,16.7735,-3.0074,36.54,8,84,4.46,ML,1739629623
312,hoopstad,-27.8327,25.9083,34.02,20,75,3.02,ZA,1739629624
313,dryden,49.7833,-92.7503,-25.84,76,0,2.57,CA,1739629625
314,anavyssos,37.7333,23.95,17.6,70,31,3.76,GR,1739629626
315,san antonio de pale,-1.4014,5.6325,28.27,73,38,2.75,GQ,1739629627
316,howrah,-42.8873,147.4055,11.03,75,40,8.23,AU,1739629629
317,greenville,5.0111,-9.0389,28.08,75,52,3.91,LR,1739629630
318,boa vista,2.8197,-60.6733,28.99,54,75,7.72,BR,1739629421
319,polyarnyy,69.1989,33.4478,-8.06,96,100,2.99,RU,1739629479
320,sumbawa besar,-8.5,117.4333,24.47,93,79,0.92,ID,1739629633
321,tafuna,-14.3358,-170.72,28.58,78,100,5.63,AS,1739629634
322,bel ombre,-4.6167,55.4167,25.91,83,75,7.2,SC,1739629635
323,lamu,-2.2717,40.902,27.38,73,55,8.19,KE,1739629636
324,garissa,-0.4536,39.6401,35.95,30,96,2.5,KE,1739629638
325,uzgen,40.7699,73.3007,-1.25,82,74,2.59,KG,1739629639
326,jinka,5.65,36.65,30.54,20,100,1.71,ET,1739629640
327,tsiombe,-25.3,45.4833,29.79,66,48,5.94,MG,1739629641
328,alofi,-19.0595,-169.9187,25.94,94,75,2.57,NU,1739629642
329,mirny,62.5353,113.9611,-30.33,100,97,0.95,RU,1739629643
330,tremp,42.167,0.8949,17.5,56,100,1.85,ES,1739629644
331,kapit,2.0167,112.9333,23.85,94,97,0.28,MY,1739629646
332,nouadhibou,20.931,-17.0347,21.99,68,1,8.75,MR,1739629647
333,puerto leguizamo,-0.1934,-74.7819,28.9,64,65,0.76,CO,1739629648
334,makokou,0.5738,12.8642,33.1,43,71,1.18,GA,1739629649
335,saint-francois,16.2526,-61.2741,27.98,66,0,9.53,GP,1739629650
336,harrisonville,38.6533,-94.3488,2.32,100,100,0.0,US,1739629651
337,zabol,31.0287,61.5012,15.99,55,75,0.0,IR,1739629653
338,tomaszow mazowiecki,51.5313,20.0086,-1.05,50,100,4.43,PL,1739629654
339,black river,18.0264,-77.8487,27.08,62,2,6.52,JM,1739629655
340,baruun-urt,46.6806,113.2792,-15.36,76,41,4.14,MN,1739629656
341,mossendjo,-2.9506,12.7261,28.63,70,100,0.78,CG,1739629657
342,barah,13.7,30.3667,33.4,13,12,5.58,SD,1739629658
343,hampton bays,40.869,-72.5176,-1.75,62,100,3.09,US,1739629659
344,cannonvale,-20.2833,148.7,27.66,92,19,5.69,AU,1739629660
345,arawa,-6.2132,155.5367,25.99,90,100,2.41,PG,1739629662
346,pandan,14.0453,124.1694,25.71,91,100,3.95,PH,1739629663
347,sao jose do belmonte,-7.8614,-38.7597,33.05,25,7,3.54,BR,1739629664
348,hammerfest,70.6634,23.6821,-2.75,80,75,4.12,NO,1739629665
349,carlos a. carrillo,18.3667,-95.75,21.5,86,100,0.92,MX,1739629633
350,rabigh,22.7986,39.0349,22.99,75,100,0.9,SA,1739629667
351,sao lourenco da mata,-8.0022,-35.0183,30.69,70,40,6.17,BR,1739629596
352,vadso,70.0744,29.7487,-4.91,80,40,6.17,NO,1739629669
353,hulan,45.9833,126.6,-7.64,97,100,1.94,CN,1739629671
354,novyy urengoy,66.0833,76.6333,-29.32,100,79,1.35,RU,1739629455
355,la sarre,48.8002,-79.1996,-11.35,94,100,1.81,CA,1739629673
356,yaren,-0.5472,166.916,27.21,78,36,4.1,NR,1739629674
357,pocone,-16.2567,-56.6228,29.9,58,85,2.67,BR,1739629675
358,barra de santo antonio,-9.4047,-35.5072,28.59,66,9,4.73,BR,1739629676
359,vilyuysk,63.7553,121.6247,-25.73,100,97,0.74,RU,1739629678
360,padang,-0.9492,100.3543,29.03,88,100,1.01,ID,1739629679
361,turpan,42.9333,89.1667,2.79,28,0,1.28,CN,1739629680
362,new plymouth,-39.0667,174.0833,18.78,100,100,3.63,NZ,1739629681
363,abha,18.2164,42.5053,18.14,52,20,4.63,SA,1739629682
364,praya,-8.7054,116.2704,26.92,94,20,1.03,ID,1739629683
365,fale old settlement,-9.3852,-171.2468,28.15,69,95,4.59,TK,1739629684
366,san juan nepomuceno,-26.1,-55.9667,33.25,49,68,2.51,PY,1739629686
367,manokwari,-0.8667,134.0833,27.09,82,100,1.2,ID,1739629687
368,touros,-5.1989,-35.4608,30.38,60,100,6.6,BR,1739629438
369,chonchi,-42.6128,-73.8092,13.4,59,61,2.53,CL,1739629689
370,ketchikan,55.3422,-131.6461,2.26,48,100,2.57,US,1739629690
371,parham,17.0968,-61.7705,26.69,69,6,10.02,AG,1739629691
372,mejit,10.2753,170.8646,26.1,68,97,3.84,MH,1739629692
373,seguin,29.5688,-97.9647,11.28,97,100,3.09,US,1739629455
374,zlatoust,55.1711,59.6508,-12.23,95,100,1.25,RU,1739629695
375,dwarka,22.2394,68.9678,24.37,71,0,4.47,IN,1739629696
376,beruniy,41.6911,60.7525,-0.02,86,100,3.09,UZ,1739629697
377,hirara,24.8,125.2833,21.92,100,100,5.14,JP,1739629698
378,cooma,-36.2333,149.1333,5.63,67,42,4.02,AU,1739629699
379,ronda,36.7423,-5.1671,18.74,42,100,2.44,ES,1739629700
380,new norfolk,-42.7826,147.0587,9.4,81,12,1.58,AU,1739629701
381,acajutla,13.5928,-89.8275,27.48,57,97,1.14,SV,1739629703
382,zaozersk,69.4005,32.4476,-5.85,94,100,1.32,RU,1739629704
383,ambovombe,-25.1667,46.0833,28.92,71,60,6.43,MG,1739629705
384,sochi,43.6,39.7303,9.05,68,100,5.27,RU,1739629706
385,saldanha,-33.0117,17.9442,20.92,76,24,10.86,ZA,1739629707
386,pacific grove,36.6177,-121.9166,6.47,91,0,2.57,US,1739629708
387,ulanhot,46.0833,122.0833,-10.71,91,45,3.23,CN,1739629709
388,asaita,11.5636,41.4394,35.16,20,11,4.8,ET,1739629710
389,kalavai,12.7703,79.42,23.72,67,82,3.76,IN,1739629711
390,hilo,19.7297,-155.09,20.83,98,100,3.6,US,1739629713
391,chachapoyas,-6.2317,-77.869,15.88,81,78,1.4,PE,1739629714
392,revda,56.801,59.9303,-13.23,97,100,1.72,RU,1739629715
393,imperatriz,-5.5264,-47.4917,27.03,78,75,1.54,BR,1739629613
394,mae ramat,16.984,98.5166,20.74,48,0,0.38,TH,1739629717
395,dul'durga,50.6761,113.5931,-14.36,79,69,5.62,RU,1739629718
396,kahuta,33.5913,73.3868,14.71,26,10,1.74,PK,1739629719
397,holualoa,19.6228,-155.9522,19.35,50,0,2.06,US,1739629720
398,kitimat,54.0524,-128.6534,-5.05,59,100,0.45,CA,1739629722
399,lekki,6.3607,4.8333,36.69,38,91,3.29,NG,1739629723
400,vila velha,-20.3297,-40.2925,32.97,46,20,6.69,BR,1739629724
401,katsuura,35.1333,140.3,13.23,76,95,5.86,JP,1739629725
402,porto murtinho,-21.6989,-57.8825,34.46,39,37,3.49,BR,1739629726
403,nemuro,43.3236,145.575,-3.15,75,28,5.06,JP,1739629727
404,nogliki,51.8333,143.1667,-13.43,83,100,7.44,RU,1739629728
405,volodymyr-volynskyi,50.8525,24.3236,-1.86,56,100,3.7,UA,1739629730
406,ostrov,57.3439,28.3537,-6.27,81,100,2.15,RU,1739629731
407,ulladulla,-35.35,150.4667,13.87,82,72,6.03,AU,1739629732
408,bonthe,7.5264,-12.505,31.26,52,59,4.91,SL,1739629733
409,nadi,-17.8,177.4167,25.0,94,75,0.0,FJ,1739629734
410,sarupathar,26.1984,93.8094,16.8,51,2,1.1,IN,1739629735
411,tamanrasset,22.785,5.5228,23.95,5,0,7.2,DZ,1739629736
412,pingzhuang,42.0372,119.2889,-2.98,44,8,8.47,CN,1739629737
413,comayagua,14.45,-87.6333,22.84,71,79,1.41,HN,1739629539
414,yambio,4.5721,28.3955,37.26,20,100,1.15,SS,1739629740
415,cestos city,5.46,-9.5828,28.96,74,36,4.7,LR,1739629741
416,sferracavallo,42.726,12.0956,9.33,70,6,2.68,IT,1739629742
417,vytegra,61.0064,36.4481,-11.55,99,100,1.33,RU,1739629743
418,fortaleza,-3.7227,-38.5247,31.07,66,75,8.75,BR,1739629744
419,bonga,7.2833,36.2333,24.65,42,100,1.28,ET,1739629745
420,soe,-9.8607,124.284,20.13,96,100,0.9,ID,1739629746
421,port lincoln,-34.7333,135.8667,15.75,61,46,5.76,AU,1739629748
422,aripuana,-9.1667,-60.6333,22.65,99,100,0.44,BR,1739629749
423,bayanhongor,46.7167,100.1167,-26.95,80,1,2.12,MN,1739629750
424,n'zeto,-7.2312,12.8666,29.56,73,87,5.37,AO,1739629751
425,luocheng,29.3848,104.0286,10.83,70,100,1.78,CN,1739629752
426,statesboro,32.4488,-81.7832,11.74,84,100,1.54,US,1739629753
427,vila do maio,15.1333,-23.2167,20.99,71,100,7.93,CV,1739629754
428,nizhniy odes,63.6445,54.856,-15.45,94,100,3.25,RU,1739629755
429,balzar,-1.3667,-79.9,23.3,96,100,1.66,EC,1739629757
430,kulmbach,50.1,11.45,1.96,66,38,0.45,DE,1739629758
431,konarka,19.9,86.1167,24.02,68,3,4.33,IN,1739629759
432,sangolqui,-0.3341,-78.4522,13.27,89,96,0.33,EC,1739629760
433,luena,-11.7833,19.9167,21.57,87,100,2.43,AO,1739629761
434,lagoa,-27.6049,-48.4671,31.23,76,20,2.06,BR,1739629762
435,broken hill,-31.95,141.4333,15.74,38,0,10.47,AU,1739629763
436,namsos,64.4662,11.4957,-6.05,73,20,1.03,NO,1739629764
437,frontera,26.9333,-101.45,11.86,66,75,0.0,MX,1739629765
438,melekeok village,7.4957,134.6367,26.31,89,75,6.17,PW,1739629767
439,mar del plata,-38.0023,-57.5575,25.29,75,40,7.2,AR,1739629768
440,harstad,68.799,16.5293,-1.03,87,100,4.92,NO,1739629769
441,santa ana,15.0955,120.767,26.83,92,100,2.1,PH,1739629770
442,cajamarca,-7.1638,-78.5003,15.04,67,40,1.03,PE,1739629771
443,richards bay,-28.783,32.0377,26.52,71,78,4.25,ZA,1739629772
444,botucatu,-22.8858,-48.445,28.05,54,3,2.32,BR,1739629491
445,portrush,55.1959,-6.6493,6.94,72,100,3.13,GB,1739629774
446,aral,40.5156,81.2636,0.36,30,100,2.5,CN,1739629776
447,bunia,1.5667,30.25,29.41,34,68,2.68,CD,1739629777
448,ulan bator,47.9077,106.8832,-22.93,77,0,2.0,MN,1739629539
449,eagle mountain,40.3141,-112.0069,0.48,80,96,4.92,US,1739629779
450,juneau,58.3019,-134.4197,-4.0,46,100,6.17,US,1739629754
451,calama,-22.4667,-68.9333,15.27,72,0,3.09,CL,1739629781
452,safonovo,55.15,33.2167,-7.42,65,100,3.15,RU,1739629782
453,livingston,40.7959,-74.3149,-0.47,52,75,3.6,US,1739629783
454,nizhnevartovsk,60.9344,76.5531,-23.99,77,0,2.0,RU,1739629784
455,fisterra,42.9049,-9.2629,14.31,72,100,12.13,ES,1739629786
456,glendive,47.1053,-104.7125,-18.21,78,100,3.09,US,1739629787
457,kapuskasing,49.4169,-82.4331,-16.95,85,100,3.6,CA,1739629788
458,nabire,-3.3667,135.4833,26.19,88,100,1.17,ID,1739629789
459,santa cruz,-34.6333,-71.3667,20.96,33,4,2.18,CL,1739629790
460,nagqu,31.5,92.0,-4.96,24,100,2.02,CN,1739629792
461,nar'yan-mar,67.6713,53.087,-34.46,100,82,1.91,RU,1739629793
462,itoman,26.1247,127.6694,20.22,94,100,4.12,JP,1739629794
463,badagry,6.4167,2.8833,30.88,64,99,5.4,NG,1739629795
464,dunedin,-45.8742,170.5036,14.89,99,10,2.19,NZ,1739629796
465,vorgashor,67.5833,63.95,-31.53,98,28,1.66,RU,1739629797
466,santana,32.8,-16.8833,16.67,55,20,5.66,PT,1739629798
467,guajara mirim,-10.7828,-65.3394,29.09,74,40,4.12,BR,1739629799
468,bam,29.106,58.357,13.92,46,59,4.15,IR,1739629801
469,laguna,-28.4825,-48.7808,26.43,78,5,6.16,BR,1739629802
470,pollenca,39.8768,3.0163,17.66,63,9,3.56,ES,1739629803
471,enewetak,11.3474,162.3373,26.67,75,74,5.83,MH,1739629804
472,strezhevoy,60.7333,77.5889,-20.74,96,100,2.56,RU,1739629805
473,tripoli,32.8752,13.1875,19.25,46,0,5.49,LY,1739629806
474,filey,54.21,-0.2892,4.41,34,100,1.79,GB,1739629807
475,ulsteinvik,62.3432,5.8487,1.28,44,0,0.89,NO,1739629809
476,vila franca do campo,37.7167,-25.4333,15.23,78,100,7.09,PT,1739629810
477,san mariano,7.5,126.0,22.42,94,57,0.86,PH,1739629811
478,sakaiminato,35.55,133.2333,6.99,76,75,3.6,JP,1739629812
479,likasi,-10.9814,26.7333,22.68,89,100,0.8,CD,1739629813
480,slaton,33.4373,-101.6435,10.21,47,1,6.03,US,1739629814
481,beihai,21.4833,109.1,18.39,83,78,5.0,CN,1739629815
482,dadeldhura,29.2984,80.5806,8.93,50,0,1.32,NP,1739629817
483,paradip garh,20.3167,86.6167,23.25,75,0,4.1,IN,1739629818
484,charters towers,-20.1,146.2667,28.07,49,28,3.03,AU,1739629819
485,al bayda,13.9852,45.5727,16.75,42,6,5.43,YE,1739629820
486,tolanaro,-25.0319,46.9987,30.04,74,40,8.23,MG,1739629821
487,adrar,25.75,-1.0,26.58,12,3,5.47,DZ,1739629822
488,dawei,14.0833,98.2,21.97,85,3,1.94,MM,1739629823
489,marijampole,54.5667,23.35,-3.06,80,100,1.0,LT,1739629824
490,port hedland,-20.3167,118.5667,23.03,100,100,3.6,AU,1739629826
491,nahrin,36.0649,69.1334,8.85,58,49,1.22,AF,1739629774
492,padangsidempuan,1.3667,99.2667,22.35,99,100,0.89,ID,1739629828
493,ad dabbah,18.05,30.95,27.28,7,0,6.28,SD,1739629829
494,kalianget,-7.05,113.9333,25.94,88,82,1.99,ID,1739629830
495,kerikeri,-35.2268,173.9474,17.73,91,83,3.17,NZ,1739629831
496,morehead city,34.7229,-76.726,13.9,79,0,2.06,US,1739629621
497,sarangani,5.4033,125.4636,27.77,78,60,9.17,PH,1739629833
498,kukuna,9.4,-12.6667,39.78,21,13,0.65,SL,1739629835
499,wanning,18.8003,110.3967,21.62,94,78,2.6,CN,1739629836
500,vershino-darasunskiy,52.35,115.5167,-18.67,95,100,1.77,RU,1739629837
501,tzaneen,-23.8332,30.1635,20.26,95,100,0.84,ZA,1739629838
502,arraial do cabo,-22.9661,-42.0278,31.98,55,0,6.69,BR,1739629738
503,moshi,-3.35,37.3333,28.47,47,93,3.95,TZ,1739629840
504,suhbaatar,50.2314,106.2078,-22.65,100,41,0.25,MN,1739629841
505,sisimiut,66.9395,-53.6735,-5.12,68,15,4.09,GL,1739629843
506,rafsanjan,30.4067,55.9939,13.87,41,100,3.42,IR,1739629844
507,mamonovo,54.4643,19.938,-1.15,68,100,5.42,RU,1739629845
508,glubokoye,50.1456,82.3114,-9.14,79,75,2.0,KZ,1739629846
509,burang,30.25,81.1667,-16.58,100,73,1.38,CN,1739629847
510,hoi an,15.8794,108.335,23.98,93,91,2.23,VN,1739629848
511,cabedelo,-6.9811,-34.8339,31.37,63,42,6.09,BR,1739629850
512,cocieri,47.3075,29.1103,-0.68,55,87,3.66,MD,1739629851
513,iquitos,-3.7481,-73.2472,28.02,78,40,2.57,PE,1739629621
514,borujen,31.9652,51.2873,3.75,32,15,2.51,IR,1739629853
515,malandag,6.3094,125.2428,23.58,88,25,2.15,PH,1739629854
516,syktyvkar,61.6764,50.8099,-11.15,92,75,4.0,RU,1739629855
517,trairi,-3.2778,-39.2689,30.21,62,88,5.09,BR,1739629825
518,kikwit,-5.041,18.8162,31.9,50,85,1.08,CD,1739629858
519,agat village,13.3886,144.6585,26.52,82,20,6.69,GU,1739629859
520,kluczbork,50.9728,18.2182,-1.05,60,99,3.05,PL,1739629860
521,san martin de los andes,-40.1604,-71.3486,18.22,28,41,3.79,AR,1739629861
522,luanda,-8.8368,13.2343,28.59,74,83,7.33,AO,1739629862
523,chernyshevskiy,63.0128,112.4714,-33.61,100,99,0.25,RU,1739629863
524,pasni,25.2631,63.471,23.84,71,0,9.09,PK,1739629865
525,namibe,-15.1961,12.1522,26.06,74,95,5.02,AO,1739629866
526,palmer,42.1584,-72.3287,-2.6,57,100,1.36,US,1739629867
527,bowen,-20.0167,148.2333,27.52,92,29,4.98,AU,1739629868
528,freeport,40.6576,-73.5832,0.55,58,75,3.6,US,1739629869
529,logten,56.2746,10.3118,0.73,95,100,4.12,DK,1739629870
530,kimbe,-5.5502,150.1429,25.7,86,100,1.23,PG,1739629871
531,kermanshah,34.3142,47.065,10.5,19,0,2.06,IR,1739629872
532,zapata,26.9073,-99.2714,14.06,100,100,2.57,US,1739629874
533,chulym,55.0997,80.9572,-9.45,96,100,3.2,RU,1739629875
534,arkalyk,50.2486,66.9114,-13.35,100,100,1.94,KZ,1739629876
535,hadibu,12.65,54.0333,24.04,72,8,1.46,YE,1739629877
536,tisul',55.7611,88.3122,-14.66,96,99,1.76,RU,1739629878
537,bechar,31.6167,-2.2167,24.18,12,0,3.09,DZ,1739629879
538,brookings,44.3114,-96.7984,-14.75,85,100,8.23,US,1739629797
539,punta del este,-34.9667,-54.95,27.06,68,75,5.14,UY,1739629882
540,change,47.985,0.2833,7.98,49,0,4.63,FR,1739629883
541,minas de marcona,-15.2119,-75.1103,22.24,68,99,2.74,PE,1739629884
542,kara-balta,42.8142,73.8481,-2.51,77,97,1.44,KG,1739629885
543,port saint john's,-31.6229,29.5448,23.17,75,99,1.44,ZA,1739629887
544,gebeit,21.0667,36.3167,26.99,27,0,5.47,SD,1739629608
545,korla,41.7597,86.1469,-1.89,50,0,0.75,CN,1739629890
546,oltinko'l,40.8011,72.1634,5.91,52,100,2.66,UZ,1739629891
547,antigonish,45.6169,-61.9986,-10.9,70,19,5.36,CA,1739629732
548,seguela,7.9611,-6.6731,37.68,22,51,2.76,CI,1739629894
549,mawu,34.4307,104.9176,-3.4,43,99,0.39,CN,1739629895
550,vihti,60.417,24.3197,-5.95,70,96,3.13,FI,1739629896
551,sukhinichi,54.0999,35.3425,-8.56,76,100,3.08,RU,1739629897
552,basco,20.4487,121.9702,24.86,91,6,6.76,PH,1739629899
553,waingapu,-9.6567,120.2641,26.74,81,98,2.25,ID,1739629900
554,country club estates,31.2127,-81.4643,17.03,88,100,2.57,US,1739629901
555,kuala belait,4.5833,114.1833,25.24,81,74,1.48,BN,1739629903
556,al jawf,24.1989,23.2909,21.76,13,0,6.95,LY,1739629904
557,dashitou,43.3067,128.5114,-4.5,79,7,2.87,CN,1739629905
558,pyu,18.4833,96.4333,22.85,41,0,1.65,MM,1739629906
559,valdovino,43.6094,-8.1115,15.49,67,98,2.02,ES,1739629907
560,bratsk,56.1325,101.6142,-16.73,96,99,2.25,RU,1739629908
561,xilin hot,43.9667,116.0333,-12.5,56,0,2.86,CN,1739629909
562,hoemul-li,41.4339,129.67,-0.18,62,1,2.17,KP,1739629911
563,berezovyy,51.6667,135.7,-22.55,93,4,1.98,RU,1739629912
564,saynshand,44.8824,110.1163,-12.18,61,22,0.33,MN,1739629913
565,suoyarvi,62.0833,32.35,-11.02,98,99,1.65,RU,1739629914
566,itagiba,-14.2836,-39.8428,33.43,38,22,1.34,BR,1739629915
567,saint-philippe,-21.3585,55.7679,28.05,81,66,1.5,RE,1739629917
568,kharp,66.8014,65.8081,-29.26,99,81,1.36,RU,1739629918
569,shenjiamen,29.9576,122.298,7.12,92,89,4.18,CN,1739629919
570,laojunmiao,39.8333,97.7333,-6.23,39,0,2.19,CN,1739629920
571,porto belo,-27.1578,-48.5531,30.54,78,9,3.34,BR,1739629921
572,takoradi,4.8845,-1.7554,29.32,71,68,4.65,GH,1739629922
573,posto fiscal rolim de moura,-13.0833,-62.2667,28.28,68,92,1.53,BR,1739629923
574,kindu,-2.95,25.95,30.44,52,100,1.38,CD,1739629924
575,suvorov,54.1223,36.4966,-8.26,70,100,2.78,RU,1739629925
576,ar rass,25.8694,43.4973,17.52,63,99,7.44,SA,1739629927
577,man,7.4125,-7.5538,34.03,36,81,1.91,CI,1739629928
578,tazacorte,28.629,-17.9293,20.54,85,20,3.58,ES,1739629929
579,el sauzal de rodriguez,31.9,-116.6833,10.32,73,55,1.81,MX,1739629930
580,taikang,46.8333,124.4167,-9.58,94,90,4.25,CN,1739629931
581,tvoroyri,61.5556,-6.8111,5.49,70,100,12.12,FO,1739629932
582,tonghua,41.7201,125.9219,-12.47,98,32,0.79,CN,1739629933
583,chela,-12.4667,15.45,24.59,59,98,3.48,AO,1739629935
584,santiago de cao,-7.9589,-79.2392,22.07,88,83,4.12,PE,1739629936
585,jiuquan,39.7432,98.5174,-2.64,38,0,2.25,CN,1739629937
586,sangueya,10.7,-14.3667,36.69,20,4,3.83,GN,1739629938
587,caykara,40.7548,40.2355,1.69,58,37,5.86,TR,1739629939
588,susuman,62.7833,148.1667,-23.28,94,99,1.74,RU,1739629941
589,kavaratti,10.5669,72.642,28.08,68,40,2.8,IN,1739629942
590,tofol,5.3248,163.0078,28.07,73,68,6.77,FM,1739629943
591,afif,23.9065,42.9172,21.11,50,100,6.16,SA,1739629944
